treatment,run_id,uses_cohorts,solution_found,solution_size,update_found,fitness,num_antagonists,sorts_per_antagonist,network
TESTS_COEVO__SEL_TOURN,1075,0,True,71,35561,16384.4,1024,16,"[(5,6),(7,11),(15,5),(3,4),(3,14),(8,5),(14,0),(1,11),(10,4),(14,6),(4,9),(10,8),(2,13),(12,15),(9,11),(6,8),(1,8),(12,9),(3,5),(13,15),(0,1),(8,13),(10,11),(2,7),(6,5),(2,0),(12,7),(14,15),(0,3),(1,8),(9,4),(14,10),(13,8),(12,6),(11,15),(7,6),(14,12),(3,4),(13,11),(10,7),(1,6),(2,5),(14,13),(3,2),(5,9),(9,8),(8,7),(2,0),(1,5),(10,9),(3,5),(11,12),(10,13),(6,4),(4,3),(5,6),(12,13),(1,2),(11,8),(5,4),(9,6),(6,8),(7,4),(3,2),(4,3),(11,9),(5,7),(12,10),(9,8),(10,11),(6,7)]"
TESTS_COEVO__SEL_TOURN,1076,0,True,73,49083,16384.4,1024,16,"[(4,7),(2,11),(14,3),(14,0),(6,7),(8,10),(9,15),(6,5),(7,14),(1,0),(11,15),(6,12),(13,1),(6,8),(12,13),(6,0),(11,3),(1,4),(6,2),(13,14),(5,11),(7,9),(0,3),(7,2),(4,8),(7,3),(10,15),(6,11),(8,11),(5,1),(10,6),(7,5),(4,6),(13,10),(15,14),(9,12),(9,6),(6,4),(7,10),(9,8),(3,4),(0,2),(13,14),(11,12),(6,4),(2,5),(13,11),(0,1),(12,14),(6,5),(7,11),(2,1),(8,7),(13,6),(13,12),(1,3),(9,10),(9,6),(2,4),(0,10),(5,4),(6,5),(11,8),(9,11),(8,6),(3,2),(5,7),(5,4),(7,6),(10,12),(10,11),(4,3),(9,8)]"
TESTS_COEVO__SEL_TOURN,1077,0,True,71,56696,16384.4,1024,16,"[(3,13),(8,11),(10,13),(6,10),(12,6),(9,5),(8,0),(5,1),(8,12),(7,15),(4,13),(0,3),(6,14),(2,4),(9,13),(10,7),(15,5),(7,2),(7,8),(4,10),(11,14),(4,9),(3,5),(2,1),(2,3),(14,15),(3,9),(11,3),(6,0),(10,15),(5,8),(11,8),(9,5),(4,14),(3,2),(0,1),(12,13),(14,9),(0,3),(4,6),(2,4),(12,10),(7,3),(3,1),(3,4),(13,15),(8,5),(1,2),(10,8),(13,12),(8,9),(7,5),(11,14),(7,6),(11,12),(5,8),(13,14),(9,10),(4,6),(7,11),(13,12),(9,7),(5,4),(8,6),(6,5),(12,10),(2,3),(4,3),(10,11),(10,9),(8,7)]"
TESTS_COEVO__SEL_TOURN,1078,0,True,73,68525,16384.4,1024,16,"[(11,3),(4,15),(7,0),(8,9),(13,14),(1,10),(12,5),(7,11),(2,15),(2,8),(1,8),(3,0),(13,6),(5,4),(10,11),(1,6),(12,13),(11,14),(8,3),(9,15),(4,0),(4,2),(4,10),(2,0),(11,12),(6,9),(7,5),(15,13),(12,8),(6,1),(2,14),(14,15),(9,13),(9,4),(8,7),(3,11),(7,4),(9,7),(6,5),(12,10),(0,1),(2,3),(8,13),(1,5),(3,5),(10,8),(6,11),(11,9),(13,14),(4,6),(8,9),(2,3),(12,11),(1,4),(6,8),(1,2),(13,10),(9,10),(10,14),(5,7),(6,5),(3,4),(13,0),(11,10),(12,14),(2,3),(13,12),(7,8),(12,11),(9,8),(6,7),(5,4),(10,9)]"
TESTS_COEVO__SEL_TOURN,1079,0,True,78,8980,16384.4,1024,16,"[(3,5),(6,14),(2,10),(11,4),(15,1),(14,9),(0,13),(1,6),(8,4),(14,11),(7,4),(13,4),(13,3),(0,12),(9,2),(13,7),(1,0),(0,7),(12,10),(11,15),(13,14),(7,9),(11,1),(5,8),(3,2),(12,8),(12,13),(10,5),(15,10),(14,9),(4,2),(13,14),(11,3),(7,10),(15,13),(5,4),(3,6),(10,11),(0,2),(9,12),(8,6),(5,1),(14,15),(12,8),(10,14),(9,3),(14,12),(10,4),(2,7),(9,6),(7,3),(5,7),(9,7),(3,2),(8,13),(11,13),(9,11),(6,10),(0,2),(13,12),(6,5),(1,4),(8,9),(10,7),(9,10),(9,8),(12,11),(3,4),(2,1),(4,6),(6,8),(7,8),(2,3),(5,3),(7,6),(6,5),(11,10),(4,5)]"
TESTS_COEVO__SEL_TOURN,1080,0,True,62,72644,16384.5,1024,16,"[(0,12),(6,15),(4,2),(14,10),(3,13),(5,7),(6,5),(11,9),(1,8),(0,9),(1,2),(12,7),(10,3),(2,10),(0,5),(1,3),(15,4),(8,11),(13,14),(9,6),(7,8),(10,9),(2,5),(4,13),(1,0),(3,6),(9,6),(12,11),(15,14),(10,11),(8,13),(10,14),(7,4),(7,8),(3,1),(12,15),(11,13),(10,8),(5,7),(7,6),(4,2),(14,12),(4,3),(10,7),(8,6),(11,12),(11,9),(13,14),(9,8),(9,7),(5,4),(10,11),(10,9),(13,12),(4,6),(8,5),(11,12),(1,2),(2,3),(4,3),(6,5),(8,7)]"
TESTS_COEVO__SEL_TOURN,1081,0,True,72,9648,16384.4,1024,16,"[(14,9),(3,15),(2,9),(11,13),(0,8),(5,7),(10,12),(14,3),(13,14),(1,4),(6,11),(6,5),(6,9),(8,15),(11,7),(14,12),(15,9),(2,6),(8,4),(3,0),(2,1),(1,10),(0,5),(3,12),(13,7),(2,10),(3,10),(13,10),(9,13),(1,0),(11,8),(4,10),(2,5),(3,7),(11,14),(13,11),(2,3),(15,14),(12,8),(10,6),(4,6),(8,5),(4,1),(12,14),(5,7),(3,4),(6,7),(2,1),(11,10),(6,12),(13,14),(9,10),(5,6),(7,8),(8,10),(7,9),(12,11),(8,9),(11,9),(4,7),(3,2),(3,12),(4,5),(6,7),(8,9),(5,6),(8,7),(13,11),(11,10),(12,13),(11,12),(3,4)]"
TESTS_COEVO__SEL_TOURN,1082,0,True,77,89851,16384.4,1024,16,"[(15,10),(5,1),(1,10),(9,14),(7,2),(13,0),(0,14),(14,10),(3,8),(4,11),(0,3),(13,5),(5,2),(3,15),(9,6),(9,11),(6,0),(12,7),(13,4),(2,7),(4,14),(8,5),(11,14),(1,6),(4,2),(13,11),(10,7),(0,2),(13,8),(0,1),(13,12),(5,4),(10,15),(12,9),(2,1),(8,14),(5,6),(11,8),(14,15),(9,7),(3,7),(5,4),(13,15),(8,10),(5,9),(14,12),(11,14),(3,1),(12,6),(13,3),(12,11),(6,5),(8,7),(14,13),(6,9),(5,7),(3,4),(10,8),(2,7),(3,1),(2,4),(10,9),(9,11),(2,5),(6,8),(7,9),(11,8),(12,10),(4,6),(11,10),(4,5),(7,6),(9,8),(13,12),(5,6),(7,8),(2,3)]"
TESTS_COEVO__SEL_TOURN,1083,0,True,78,37074,16384.4,1024,16,"[(2,5),(12,9),(15,3),(14,13),(8,5),(13,10),(15,11),(4,1),(3,14),(2,7),(2,9),(7,6),(11,6),(5,1),(10,6),(7,3),(2,3),(0,5),(10,0),(1,6),(5,15),(0,2),(7,13),(1,0),(11,12),(2,6),(13,8),(2,9),(3,10),(14,4),(9,8),(15,13),(9,5),(9,13),(11,3),(6,7),(8,4),(8,12),(6,3),(14,12),(9,12),(15,14),(10,13),(4,5),(10,7),(7,6),(14,13),(3,4),(11,5),(9,6),(10,12),(2,1),(11,8),(4,5),(11,13),(0,8),(2,4),(6,8),(14,12),(5,7),(6,2),(3,1),(13,12),(4,6),(10,11),(7,9),(8,10),(3,2),(5,4),(8,5),(1,7),(7,8),(5,6),(11,12),(10,9),(9,8),(7,6),(11,10)]"
TESTS_COEVO__SEL_TOURN,1084,0,True,74,95423,16384.4,1024,16,"[(7,5),(15,2),(4,12),(0,10),(11,3),(9,13),(6,13),(15,0),(9,1),(5,2),(3,4),(6,8),(14,0),(14,11),(9,13),(14,8),(12,10),(13,5),(7,15),(9,7),(3,6),(11,10),(1,2),(5,10),(7,4),(14,12),(7,8),(9,11),(10,5),(0,15),(6,0),(15,13),(1,3),(9,12),(8,11),(12,13),(10,6),(14,15),(2,5),(10,8),(5,12),(0,1),(4,7),(13,14),(11,14),(4,2),(3,1),(1,2),(9,5),(7,6),(5,6),(3,4),(9,7),(3,5),(12,9),(9,8),(2,3),(10,13),(12,9),(7,8),(6,4),(14,13),(8,6),(11,12),(5,4),(4,3),(10,11),(4,7),(10,9),(5,7),(7,6),(12,13),(11,12),(8,9)]"
TESTS_COEVO__SEL_TOURN,1085,0,True,73,83223,16384.4,1024,16,"[(6,13),(4,5),(9,4),(6,14),(10,3),(2,15),(1,8),(11,0),(12,5),(6,0),(7,3),(2,0),(9,10),(9,2),(15,14),(8,10),(6,7),(13,11),(1,4),(15,13),(3,5),(7,12),(2,6),(14,8),(7,14),(7,8),(5,6),(12,10),(15,12),(9,11),(3,1),(11,14),(0,1),(3,8),(3,9),(4,5),(11,6),(10,13),(5,11),(4,1),(12,2),(4,3),(5,10),(7,2),(6,9),(8,6),(14,12),(3,2),(3,7),(7,4),(11,13),(5,6),(9,10),(14,13),(1,3),(4,3),(7,9),(12,11),(10,8),(9,6),(2,1),(12,13),(9,11),(8,11),(8,9),(6,8),(12,10),(7,8),(4,5),(6,7),(11,10),(4,3),(6,5)]"
TESTS_COEVO__SEL_TOURN,1086,0,True,78,34853,16384.4,1024,16,"[(14,6),(2,3),(8,11),(3,15),(12,14),(0,11),(6,8),(11,9),(2,5),(13,10),(15,7),(0,3),(3,5),(4,12),(12,7),(1,9),(3,4),(7,3),(11,15),(14,9),(2,14),(6,3),(1,3),(11,13),(5,8),(2,6),(0,6),(10,3),(5,7),(0,3),(12,8),(13,15),(0,7),(8,4),(15,14),(10,7),(11,9),(14,13),(11,4),(13,8),(3,9),(11,10),(12,14),(7,5),(6,7),(1,0),(5,2),(3,5),(9,4),(8,10),(2,0),(14,15),(4,6),(9,7),(1,3),(2,1),(11,13),(11,12),(11,10),(5,3),(7,5),(9,10),(4,3),(6,8),(5,6),(7,8),(11,8),(12,13),(14,13),(11,10),(14,1),(13,11),(3,2),(8,9),(6,7),(4,3),(11,12),(5,4)]"
TESTS_COEVO__SEL_TOURN,1087,0,True,79,75070,16384.4,1024,16,"[(6,14),(5,7),(4,9),(1,10),(13,11),(12,8),(1,5),(1,4),(5,7),(12,4),(2,0),(0,8),(10,14),(2,14),(8,4),(13,12),(6,11),(0,2),(10,9),(0,6),(11,8),(3,15),(3,12),(7,10),(15,13),(7,6),(9,8),(12,4),(3,1),(4,5),(3,8),(5,13),(6,7),(4,6),(6,8),(11,7),(0,1),(10,14),(9,2),(12,10),(14,15),(3,4),(7,2),(3,1),(13,9),(9,2),(6,5),(12,14),(2,5),(8,10),(9,8),(3,15),(3,6),(7,6),(4,3),(1,2),(13,11),(5,8),(8,6),(7,10),(2,3),(4,5),(12,11),(0,2),(11,9),(4,14),(14,5),(9,7),(11,10),(13,14),(3,4),(12,13),(9,8),(9,10),(11,12),(8,7),(6,5),(6,7),(4,5)]"
TESTS_COEVO__SEL_TOURN,1088,0,True,77,61545,16384.4,1024,16,"[(15,5),(13,6),(7,4),(3,0),(9,12),(8,2),(10,14),(11,1),(15,3),(14,12),(13,7),(8,13),(10,12),(2,11),(10,0),(3,11),(1,4),(13,4),(9,6),(14,13),(5,2),(9,4),(6,2),(3,8),(5,12),(1,0),(7,12),(3,1),(7,1),(15,11),(4,11),(3,7),(3,6),(8,9),(1,4),(12,8),(6,10),(10,9),(13,11),(9,6),(14,15),(11,4),(3,6),(4,5),(7,8),(10,12),(7,5),(9,7),(7,8),(13,14),(0,2),(4,3),(1,2),(11,6),(12,13),(5,6),(4,7),(4,2),(9,8),(13,14),(8,9),(1,3),(10,12),(11,10),(2,3),(11,9),(13,12),(12,11),(5,3),(7,6),(10,8),(6,4),(8,7),(10,9),(6,7),(9,8),(5,4)]"
TESTS_COEVO__SEL_TOURN,1089,0,True,77,66704,16384.4,1024,16,"[(14,8),(10,0),(6,13),(8,13),(13,10),(15,4),(9,7),(12,4),(12,6),(6,11),(1,6),(14,7),(15,12),(2,3),(6,5),(15,2),(13,6),(12,9),(7,4),(10,1),(9,8),(15,10),(12,13),(2,7),(3,11),(4,1),(10,14),(12,11),(11,15),(5,11),(14,11),(8,0),(9,6),(3,8),(1,5),(8,9),(12,13),(5,8),(5,7),(11,8),(7,10),(2,0),(14,15),(12,14),(15,9),(8,7),(6,3),(1,0),(15,13),(4,2),(4,6),(10,6),(2,1),(5,3),(7,3),(1,3),(4,7),(6,8),(2,5),(2,3),(7,11),(6,7),(12,9),(11,10),(5,7),(10,9),(14,12),(6,5),(12,11),(3,4),(9,8),(9,10),(14,13),(5,4),(12,13),(7,8),(10,11)]"
TESTS_COEVO__SEL_TOURN,1090,0,True,73,23480,16384.4,1024,16,"[(13,2),(1,6),(3,10),(3,4),(15,7),(0,3),(14,5),(9,0),(4,13),(11,12),(8,3),(15,6),(10,12),(14,8),(1,5),(6,4),(10,6),(14,10),(7,9),(3,7),(2,8),(11,2),(11,9),(11,8),(12,15),(10,7),(1,3),(0,2),(13,11),(5,7),(10,7),(15,14),(8,12),(7,11),(12,11),(3,5),(9,2),(6,8),(13,14),(0,1),(10,13),(4,5),(8,7),(5,9),(13,12),(4,1),(14,15),(1,6),(2,3),(7,2),(10,11),(11,12),(1,2),(5,6),(6,4),(4,5),(7,3),(9,8),(9,12),(3,5),(10,8),(13,14),(10,0),(7,6),(4,2),(5,6),(12,13),(7,8),(6,7),(4,3),(11,9),(9,10),(9,8)]"
TESTS_DRIFT__SEL_CLEX32,1391,1,True,64,73655,512.5,32,16,"[(1,7),(0,10),(10,7),(9,2),(4,3),(3,2),(0,1),(6,12),(9,4),(8,15),(14,11),(8,6),(13,5),(5,11),(6,2),(12,15),(5,0),(1,12),(0,2),(7,8),(7,3),(14,13),(9,14),(12,4),(10,15),(7,11),(13,4),(8,11),(14,15),(5,6),(13,12),(12,8),(0,11),(9,10),(1,7),(2,5),(8,7),(8,6),(1,4),(6,9),(6,7),(3,5),(10,11),(14,13),(1,3),(13,10),(4,5),(11,14),(4,3),(12,8),(9,10),(13,11),(2,1),(10,12),(9,5),(5,7),(6,4),(12,11),(2,3),(8,9),(7,8),(4,3),(10,9),(5,6)]"
TESTS_DRIFT__SEL_CLEX32,1392,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1393,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1394,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1395,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1396,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1397,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1398,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1399,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1400,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1401,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1402,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1403,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1404,1,True,76,187014,512.406,32,16,"[(2,3),(0,4),(8,9),(14,1),(11,12),(14,13),(10,1),(7,5),(4,10),(7,3),(13,15),(6,10),(11,6),(2,0),(8,13),(1,5),(12,15),(14,9),(6,12),(0,1),(0,6),(11,15),(5,2),(13,11),(1,11),(8,6),(4,12),(7,5),(9,3),(1,6),(7,14),(14,10),(1,0),(3,4),(3,6),(7,12),(14,15),(7,4),(2,8),(8,2),(14,10),(9,12),(5,13),(11,8),(4,5),(7,10),(3,1),(5,9),(14,12),(9,12),(5,2),(7,5),(3,14),(5,8),(13,10),(14,13),(6,2),(2,3),(4,6),(9,10),(4,6),(11,12),(4,5),(7,11),(7,8),(8,9),(13,12),(7,6),(3,14),(10,12),(10,11),(1,2),(9,10),(7,8),(3,4),(6,5)]"
TESTS_DRIFT__SEL_CLEX32,1405,1,True,63,80352,512.508,32,16,"[(6,2),(10,3),(1,11),(12,15),(13,8),(2,1),(7,4),(14,9),(9,8),(5,0),(6,11),(15,7),(3,0),(4,12),(7,2),(11,15),(10,5),(8,7),(12,5),(7,1),(14,13),(3,13),(0,4),(9,6),(14,10),(0,1),(13,8),(7,4),(6,5),(4,1),(9,12),(9,7),(14,15),(11,10),(3,2),(8,3),(3,7),(3,6),(12,13),(14,11),(13,14),(9,8),(5,2),(11,12),(10,8),(6,7),(5,4),(11,9),(5,8),(2,1),(6,8),(4,2),(10,7),(3,4),(5,4),(12,13),(11,10),(4,3),(11,12),(6,5),(9,7),(10,9),(8,7)]"
TESTS_DRIFT__SEL_CLEX32,1406,1,True,61,298912,512.523,32,16,"[(10,3),(7,5),(6,2),(13,14),(11,4),(6,14),(1,0),(15,9),(3,0),(2,9),(12,8),(10,12),(4,8),(15,7),(15,12),(1,11),(1,6),(11,14),(4,0),(6,12),(5,13),(2,5),(7,10),(7,1),(15,14),(0,2),(3,9),(7,6),(8,13),(8,3),(2,3),(13,9),(11,10),(5,4),(9,5),(5,6),(9,8),(7,9),(11,13),(12,14),(11,12),(8,6),(1,4),(2,1),(7,10),(7,6),(3,4),(11,10),(5,4),(14,13),(9,11),(7,5),(2,3),(6,4),(12,13),(10,8),(10,9),(5,6),(8,7),(3,4),(11,12)]"
TESTS_DRIFT__SEL_CLEX32,1407,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1408,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1409,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1410,1,True,63,145541,512.508,32,16,"[(10,11),(4,6),(0,5),(7,2),(3,8),(0,3),(9,12),(13,14),(12,11),(1,15),(6,7),(10,4),(14,5),(9,2),(13,1),(2,4),(15,8),(7,14),(12,15),(9,13),(1,0),(15,14),(3,10),(3,9),(7,12),(7,9),(2,0),(4,1),(10,13),(8,5),(11,6),(10,4),(14,12),(4,7),(3,2),(11,8),(2,1),(10,9),(11,13),(6,2),(13,14),(8,10),(5,3),(3,2),(5,6),(3,8),(12,11),(13,12),(4,5),(9,6),(8,7),(11,9),(5,7),(3,4),(8,9),(4,5),(10,11),(10,9),(1,2),(6,7),(5,6),(12,11),(8,7)]"
TESTS_DRIFT__SEL_CLEX32,1411,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1412,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1413,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1414,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1415,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1416,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1417,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1418,1,True,61,281243,512.523,32,16,"[(8,12),(14,13),(12,14),(5,10),(7,11),(15,3),(6,1),(2,0),(0,1),(9,4),(13,4),(9,10),(11,2),(8,7),(5,3),(14,11),(2,12),(0,7),(8,1),(3,4),(6,15),(15,10),(6,9),(13,5),(8,13),(12,10),(3,0),(5,1),(10,5),(2,6),(3,2),(11,9),(4,7),(10,8),(15,14),(13,14),(4,1),(6,5),(3,4),(2,1),(7,6),(8,9),(3,2),(9,7),(11,12),(11,13),(6,8),(11,10),(12,14),(8,7),(4,5),(6,4),(13,12),(10,8),(11,9),(9,10),(5,7),(4,3),(11,12),(6,5),(8,7)]"
TESTS_DRIFT__SEL_CLEX32,1419,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_CLEX32,1420,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
TESTS_DRIFT__SEL_LEX,1241,0,True,62,70451,16384.5,1024,16,"[(13,9),(6,0),(3,12),(2,10),(5,11),(1,8),(3,0),(13,11),(15,7),(4,14),(1,5),(2,4),(9,7),(5,4),(12,10),(14,6),(3,9),(9,5),(2,1),(8,15),(6,10),(14,15),(11,8),(7,0),(1,0),(3,4),(13,12),(12,14),(11,10),(6,8),(11,9),(2,7),(6,2),(9,12),(4,7),(5,8),(13,15),(13,14),(3,1),(5,10),(11,14),(1,2),(7,10),(8,10),(8,4),(3,6),(12,13),(7,9),(12,10),(9,8),(6,7),(10,8),(13,11),(11,12),(5,4),(3,2),(9,10),(4,6),(5,7),(7,8),(4,3),(6,5)]"
TESTS_DRIFT__SEL_LEX,1242,0,True,61,12090,16384.5,1024,16,"[(11,0),(5,14),(13,4),(12,3),(15,10),(8,6),(1,9),(12,9),(2,7),(3,1),(15,8),(11,14),(10,6),(7,13),(1,6),(4,0),(13,14),(7,11),(12,15),(2,5),(9,10),(12,13),(5,4),(7,6),(0,2),(2,9),(8,3),(14,15),(5,10),(0,1),(8,11),(4,3),(12,8),(2,1),(11,14),(9,8),(7,4),(12,4),(7,5),(13,10),(3,6),(11,10),(6,2),(1,3),(9,5),(7,10),(9,12),(13,14),(2,3),(8,4),(6,5),(7,9),(13,11),(10,12),(9,10),(12,11),(8,6),(5,4),(8,7),(6,5),(4,3)]"
TESTS_DRIFT__SEL_LEX,1243,0,True,61,43102,16384.5,1024,16,"[(1,10),(11,2),(14,7),(0,13),(9,6),(15,12),(1,2),(4,5),(3,8),(9,13),(0,3),(15,14),(4,6),(5,8),(12,7),(14,9),(6,12),(4,7),(10,11),(15,11),(2,5),(5,14),(2,9),(5,9),(8,13),(1,0),(3,10),(8,11),(6,3),(12,10),(4,0),(7,1),(4,3),(13,15),(10,7),(2,1),(12,14),(10,9),(11,13),(6,5),(5,7),(3,1),(4,2),(11,12),(8,9),(9,11),(6,10),(8,4),(4,5),(2,3),(13,14),(7,6),(10,11),(4,3),(12,13),(7,9),(10,9),(11,12),(6,8),(7,8),(5,6)]"
TESTS_DRIFT__SEL_LEX,1244,0,True,61,41278,16384.5,1024,16,"[(7,2),(13,4),(9,5),(3,1),(14,0),(8,6),(14,13),(12,10),(15,11),(7,9),(0,10),(4,6),(5,1),(0,4),(12,8),(11,2),(3,15),(8,13),(6,10),(2,1),(8,2),(4,6),(3,7),(11,5),(13,11),(0,1),(3,5),(7,10),(12,15),(4,3),(5,6),(2,1),(3,1),(13,10),(9,14),(12,9),(7,11),(11,8),(9,7),(5,2),(14,15),(12,14),(14,13),(8,9),(8,4),(6,9),(8,6),(12,10),(7,5),(11,10),(13,12),(11,9),(6,7),(8,10),(5,4),(5,6),(10,9),(11,12),(2,3),(7,8),(4,3)]"
TESTS_DRIFT__SEL_LEX,1245,0,True,63,24699,16384.5,1024,16,"[(5,6),(13,7),(8,12),(2,0),(15,9),(14,3),(1,10),(5,8),(13,10),(1,7),(9,0),(11,4),(9,10),(3,4),(14,6),(15,2),(12,11),(14,12),(2,7),(11,6),(3,2),(13,15),(8,3),(11,10),(1,0),(12,7),(0,5),(2,0),(13,4),(1,6),(14,15),(7,10),(8,9),(4,5),(8,3),(5,8),(4,2),(1,3),(10,6),(9,13),(12,11),(7,5),(13,14),(6,8),(3,4),(14,12),(11,13),(2,1),(7,9),(11,9),(8,10),(8,9),(6,4),(11,10),(12,13),(4,5),(9,10),(7,6),(3,2),(12,11),(8,7),(5,6),(3,4)]"
TESTS_DRIFT__SEL_LEX,1246,0,True,62,57446,16384.5,1024,16,"[(3,7),(11,2),(4,6),(10,9),(15,1),(5,12),(8,0),(0,3),(13,14),(13,4),(14,8),(10,15),(2,1),(12,11),(11,10),(0,1),(6,7),(9,5),(6,8),(12,15),(14,7),(5,4),(13,3),(15,14),(3,10),(2,9),(4,0),(7,11),(12,8),(1,5),(6,2),(4,1),(13,9),(10,6),(8,5),(6,5),(10,9),(7,8),(3,2),(6,9),(12,13),(4,3),(14,11),(10,8),(13,14),(12,11),(2,1),(6,7),(12,13),(9,7),(5,4),(9,8),(3,2),(4,6),(7,5),(6,5),(10,12),(11,9),(9,8),(8,7),(11,10),(4,3)]"
TESTS_DRIFT__SEL_LEX,1247,0,True,61,43968,16384.5,1024,16,"[(5,9),(13,7),(8,11),(12,3),(6,2),(11,9),(13,6),(1,15),(3,5),(12,15),(1,8),(10,14),(4,0),(12,6),(4,14),(13,11),(10,2),(15,14),(0,7),(10,5),(8,7),(4,9),(11,14),(1,3),(12,9),(6,4),(8,10),(13,15),(0,2),(2,3),(5,7),(6,8),(10,14),(9,6),(7,8),(7,3),(3,6),(4,5),(11,9),(1,0),(1,2),(2,5),(7,11),(12,13),(4,1),(2,4),(14,13),(12,10),(8,10),(9,7),(5,7),(11,10),(12,13),(9,8),(5,3),(7,6),(8,7),(3,4),(5,6),(10,9),(12,11)]"
TESTS_DRIFT__SEL_LEX,1248,0,True,63,57677,16384.5,1024,16,"[(3,2),(1,12),(11,6),(6,1),(12,11),(13,15),(8,4),(4,2),(7,5),(14,0),(10,9),(10,14),(7,15),(3,8),(5,9),(5,2),(6,3),(15,8),(0,13),(13,11),(7,10),(7,3),(1,2),(14,12),(12,8),(10,6),(9,4),(4,2),(4,0),(11,5),(15,14),(9,13),(10,13),(5,2),(8,6),(12,14),(9,4),(10,12),(11,7),(1,0),(3,1),(14,13),(6,4),(5,3),(9,8),(5,7),(7,8),(11,10),(9,11),(12,13),(12,11),(9,10),(5,4),(2,1),(6,8),(10,8),(6,9),(3,2),(3,4),(5,7),(9,8),(6,7),(5,6)]"
TESTS_DRIFT__SEL_LEX,1249,0,True,63,62386,16384.5,1024,16,"[(4,0),(9,6),(12,8),(15,13),(3,2),(11,1),(5,14),(10,7),(9,12),(13,1),(11,15),(14,3),(8,5),(4,10),(6,7),(2,0),(2,13),(4,9),(3,11),(12,10),(7,8),(10,11),(15,14),(5,6),(4,3),(8,13),(7,2),(1,0),(15,12),(0,5),(10,4),(7,8),(5,4),(6,1),(14,9),(11,14),(4,2),(1,3),(13,12),(2,1),(8,10),(9,8),(6,7),(7,10),(8,5),(4,3),(2,3),(7,8),(13,14),(12,11),(12,13),(4,7),(6,5),(9,11),(6,4),(5,3),(7,6),(9,8),(7,8),(10,11),(10,9),(5,4),(12,11)]"
TESTS_DRIFT__SEL_LEX,1250,0,True,62,13028,16384.5,1024,16,"[(9,1),(0,6),(11,2),(15,13),(14,10),(4,5),(3,12),(8,7),(11,12),(1,10),(4,0),(13,2),(4,10),(3,7),(15,8),(9,5),(13,7),(13,10),(8,11),(14,6),(8,4),(9,12),(3,0),(15,14),(14,9),(8,10),(6,5),(1,2),(0,1),(5,7),(3,5),(11,6),(3,4),(9,7),(2,5),(2,1),(12,15),(11,12),(6,8),(13,14),(6,7),(12,14),(13,11),(10,9),(9,7),(13,12),(3,1),(8,5),(11,8),(2,4),(10,11),(4,5),(5,7),(2,3),(7,10),(6,4),(9,8),(7,8),(9,10),(6,5),(4,3),(11,12)]"
